,Filename,TTR,WordCount,UniqueWords,MLU,Fillers,NSNouns,LIVerbs,$,'',",",.,:,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,``,SYM,FW,WP$,Segment_x,WC_x,Analytic_x,Clout_x,Authentic_x,Tone_x,WPS_x,Sixltr_x,Dic_x,function_x,pronoun_x,ppron_x,i_x,we_x,you_x,shehe_x,they_x,ipron_x,article_x,prep_x,auxverb_x,adverb_x,conj_x,negate_x,verb_x,adj_x,compare_x,interrog_x,number_x,quant_x,affect_x,posemo_x,negemo_x,anx_x,anger_x,sad_x,social_x,family_x,friend_x,female_x,male_x,cogproc_x,insight_x,cause_x,discrep_x,tentat_x,certain_x,differ_x,percept_x,see_x,hear_x,feel_x,bio_x,body_x,health_x,sexual_x,ingest_x,drives_x,affiliation_x,achieve_x,power_x,reward_x,risk_x,focuspast_x,focuspresent_x,focusfuture_x,relativ_x,motion_x,space_x,time_x,work_x,leisure_x,home_x,money_x,relig_x,death_x,informal_x,swear_x,netspeak_x,assent_x,nonflu_x,filler_x,AllPunc_x,Period_x,Comma_x,Colon_x,SemiC_x,QMark_x,Exclam_x,Dash_x,Quote_x,Apostro_x,Parenth_x,OtherP_x,Segment_y,WC_y,Analytic_y,Clout_y,Authentic_y,Tone_y,WPS_y,Sixltr_y,Dic_y,function_y,pronoun_y,ppron_y,i_y,we_y,you_y,shehe_y,they_y,ipron_y,article_y,prep_y,auxverb_y,adverb_y,conj_y,negate_y,verb_y,adj_y,compare_y,interrog_y,number_y,quant_y,affect_y,posemo_y,negemo_y,anx_y,anger_y,sad_y,social_y,family_y,friend_y,female_y,male_y,cogproc_y,insight_y,cause_y,discrep_y,tentat_y,certain_y,differ_y,percept_y,see_y,hear_y,feel_y,bio_y,body_y,health_y,sexual_y,ingest_y,drives_y,affiliation_y,achieve_y,power_y,reward_y,risk_y,focuspast_y,focuspresent_y,focusfuture_y,relativ_y,motion_y,space_y,time_y,work_y,leisure_y,home_y,money_y,relig_y,death_y,informal_y,swear_y,netspeak_y,assent_y,nonflu_y,filler_y,AllPunc_y,Period_y,Comma_y,Colon_y,SemiC_y,QMark_y,Exclam_y,Dash_y,Quote_y,Apostro_y,Parenth_y,OtherP_y
125,Bush - Speech69 - Edited.txt,0.21954221018951514,4063.0,892.0,20.368181818181817,13.0,8.0,163.0,5.0,2.0,197.0,220.0,62.0,194.0,30.0,397.0,27.0,420.0,176.0,5.0,0.0,105.0,382.0,151.0,6.0,143.0,2.0,3.0,419.0,58.0,288.0,6.0,2.0,21.0,160.0,7.0,262.0,75.0,100.0,86.0,233.0,140.0,26.0,45.0,22.0,3.0,0.0,1.0,0.0,1,3846,30.39,50.62,56.09,34.82,17.48,15.16,91.13,62.66,19.24,10.56,5.46,2.08,0.96,1.12,0.94,8.68,6.29,13.7,12.48,5.98,7.28,3.15,22.23,2.5,0.91,1.92,0.94,1.59,4.37,2.37,1.85,0.26,0.75,0.44,9.85,0.21,0.13,0.16,1.3,14.95,3.82,1.92,1.79,2.91,2.0,4.11,2.68,1.22,0.96,0.36,0.52,0.21,0.29,0.03,0.0,8.66,2.78,1.87,2.81,1.38,0.65,3.22,15.0,2.78,11.44,2.24,6.86,2.89,1.51,0.36,0.13,0.1,0.13,0.31,0.65,0.03,0.0,0.23,0.39,0.0,17.13,5.59,5.12,0.03,0.29,0.18,0.0,1.61,0.1,3.95,0.0,0.26,1,3846,30.39,50.62,56.09,34.82,17.48,15.16,91.13,62.66,19.24,10.56,5.46,2.08,0.96,1.12,0.94,8.68,6.29,13.7,12.48,5.98,7.28,3.15,22.23,2.5,0.91,1.92,0.94,1.59,4.37,2.37,1.85,0.26,0.75,0.44,9.85,0.21,0.13,0.16,1.3,14.95,3.82,1.92,1.79,2.91,2.0,4.11,2.68,1.22,0.96,0.36,0.52,0.21,0.29,0.03,0.0,8.66,2.78,1.87,2.81,1.38,0.65,3.22,15.0,2.78,11.44,2.24,6.86,2.89,1.51,0.36,0.13,0.1,0.13,0.31,0.65,0.03,0.0,0.23,0.39,0.0,17.13,5.59,5.12,0.03,0.29,0.18,0.0,1.61,0.1,3.95,0.0,0.26
126,Bush - Speech135 - Edited.txt,0.38488783943329397,847.0,326.0,11.571428571428571,7.0,6.0,37.0,0.0,0.0,40.0,84.0,6.0,33.0,4.0,84.0,3.0,85.0,42.0,0.0,0.0,18.0,84.0,31.0,2.0,26.0,3.0,0.0,108.0,6.0,55.0,0.0,0.0,1.0,34.0,2.0,53.0,17.0,36.0,16.0,59.0,27.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,1,772,19.93,64.17,63.42,93.96,9.19,16.06,93.52,61.01,20.85,11.66,5.57,3.24,1.42,0.65,0.78,9.2,5.31,13.99,14.51,5.96,6.87,3.89,26.55,2.59,1.3,1.42,0.39,1.94,6.09,5.18,0.78,0.0,0.39,0.26,11.79,0.0,0.65,0.0,0.91,13.08,2.33,0.91,2.07,3.63,2.2,3.37,3.5,2.07,0.91,0.39,1.3,0.52,0.65,0.0,0.0,8.68,4.66,1.3,1.81,0.91,0.26,4.4,16.71,3.63,14.51,3.76,6.35,5.05,2.2,0.91,0.26,0.13,0.26,0.0,1.04,0.0,0.0,0.26,0.78,0.0,26.17,10.75,5.18,0.13,0.13,0.26,0.0,0.65,0.0,8.81,0.0,0.26,1,772,19.93,64.17,63.42,93.96,9.19,16.06,93.52,61.01,20.85,11.66,5.57,3.24,1.42,0.65,0.78,9.2,5.31,13.99,14.51,5.96,6.87,3.89,26.55,2.59,1.3,1.42,0.39,1.94,6.09,5.18,0.78,0.0,0.39,0.26,11.79,0.0,0.65,0.0,0.91,13.08,2.33,0.91,2.07,3.63,2.2,3.37,3.5,2.07,0.91,0.39,1.3,0.52,0.65,0.0,0.0,8.68,4.66,1.3,1.81,0.91,0.26,4.4,16.71,3.63,14.51,3.76,6.35,5.05,2.2,0.91,0.26,0.13,0.26,0.0,1.04,0.0,0.0,0.26,0.78,0.0,26.17,10.75,5.18,0.13,0.13,0.26,0.0,0.65,0.0,8.81,0.0,0.26
127,Bush - Speech89 - Edited.txt,0.39013933547695606,933.0,364.0,26.333333333333332,3.0,2.0,24.0,0.0,0.0,55.0,39.0,21.0,44.0,5.0,103.0,5.0,101.0,55.0,1.0,0.0,19.0,108.0,42.0,5.0,37.0,1.0,4.0,67.0,12.0,68.0,2.0,1.0,2.0,31.0,0.0,52.0,18.0,15.0,20.0,40.0,35.0,10.0,4.0,4.0,0.0,0.0,0.0,1.0,1,878,55.47,50.0,63.1,49.06,22.51,21.07,89.41,57.86,15.72,8.54,5.13,2.51,0.46,0.46,0.0,7.18,9.11,13.44,10.59,5.92,7.63,1.71,17.54,3.99,2.51,1.03,0.8,1.94,5.58,3.3,2.05,0.34,0.57,0.46,8.31,0.11,0.23,0.0,0.57,13.1,3.19,1.25,2.28,2.85,1.14,4.44,1.94,0.91,1.03,0.0,1.03,0.11,0.11,0.0,0.68,9.91,3.99,1.25,2.73,1.94,0.91,3.64,12.64,1.71,12.98,2.28,7.52,3.87,4.56,0.57,0.34,1.03,0.0,0.11,0.46,0.0,0.0,0.0,0.46,0.0,18.11,4.67,6.26,0.0,0.23,0.0,0.0,2.62,0.0,4.1,0.0,0.23,1,878,55.47,50.0,63.1,49.06,22.51,21.07,89.41,57.86,15.72,8.54,5.13,2.51,0.46,0.46,0.0,7.18,9.11,13.44,10.59,5.92,7.63,1.71,17.54,3.99,2.51,1.03,0.8,1.94,5.58,3.3,2.05,0.34,0.57,0.46,8.31,0.11,0.23,0.0,0.57,13.1,3.19,1.25,2.28,2.85,1.14,4.44,1.94,0.91,1.03,0.0,1.03,0.11,0.11,0.0,0.68,9.91,3.99,1.25,2.73,1.94,0.91,3.64,12.64,1.71,12.98,2.28,7.52,3.87,4.56,0.57,0.34,1.03,0.0,0.11,0.46,0.0,0.0,0.0,0.46,0.0,18.11,4.67,6.26,0.0,0.23,0.0,0.0,2.62,0.0,4.1,0.0,0.23
128,Bush - Speech114 - Edited.txt,0.3342490842490842,1092.0,365.0,15.234567901234568,4.0,1.0,47.0,1.0,4.0,60.0,81.0,7.0,45.0,8.0,119.0,3.0,99.0,36.0,7.0,2.0,26.0,112.0,18.0,0.0,29.0,0.0,3.0,131.0,5.0,82.0,0.0,1.0,6.0,53.0,3.0,90.0,16.0,33.0,15.0,60.0,45.0,8.0,16.0,6.0,4.0,0.0,0.0,0.0,1,1016,29.37,44.53,58.21,95.17,12.54,12.7,94.09,61.12,21.36,10.53,6.5,1.18,1.28,0.79,0.79,10.83,6.2,13.58,12.2,5.61,7.09,2.07,24.02,3.74,1.67,2.66,0.89,2.76,5.61,5.12,0.49,0.0,0.2,0.2,8.46,0.1,0.39,0.0,1.28,13.98,2.95,2.07,1.97,2.95,1.67,3.74,2.66,0.59,0.89,0.1,0.3,0.2,0.0,0.0,0.1,8.96,1.67,1.97,3.74,3.25,0.2,2.56,17.32,3.25,11.81,2.95,6.1,3.15,3.94,0.0,0.59,2.46,0.0,0.0,0.69,0.0,0.0,0.1,0.59,0.0,21.85,7.38,6.0,0.1,0.2,0.59,0.1,0.49,0.79,6.1,0.0,0.1,1,1016,29.37,44.53,58.21,95.17,12.54,12.7,94.09,61.12,21.36,10.53,6.5,1.18,1.28,0.79,0.79,10.83,6.2,13.58,12.2,5.61,7.09,2.07,24.02,3.74,1.67,2.66,0.89,2.76,5.61,5.12,0.49,0.0,0.2,0.2,8.46,0.1,0.39,0.0,1.28,13.98,2.95,2.07,1.97,2.95,1.67,3.74,2.66,0.59,0.89,0.1,0.3,0.2,0.0,0.0,0.1,8.96,1.67,1.97,3.74,3.25,0.2,2.56,17.32,3.25,11.81,2.95,6.1,3.15,3.94,0.0,0.59,2.46,0.0,0.0,0.69,0.0,0.0,0.1,0.59,0.0,21.85,7.38,6.0,0.1,0.2,0.59,0.1,0.49,0.79,6.1,0.0,0.1
129,Bush - Speech29 - Edited.txt,0.2850838481906443,2266.0,646.0,19.12878787878788,12.0,3.0,91.0,0.0,2.0,118.0,132.0,51.0,95.0,11.0,251.0,14.0,242.0,123.0,2.0,4.0,46.0,227.0,83.0,5.0,69.0,1.0,5.0,232.0,24.0,161.0,3.0,0.0,17.0,80.0,5.0,147.0,68.0,39.0,54.0,103.0,77.0,8.0,14.0,10.0,2.0,0.0,0.0,0.0,1,2130,37.15,67.21,39.41,56.82,16.14,15.96,88.64,60.7,18.12,10.19,3.8,2.91,1.31,1.41,0.75,7.93,7.32,13.85,12.54,5.59,7.98,2.49,21.41,2.72,1.64,1.31,0.66,1.92,4.6,3.05,1.41,0.28,0.8,0.14,10.52,0.14,0.0,0.19,1.46,12.77,2.77,1.36,1.78,3.15,1.36,3.99,1.78,0.61,0.66,0.52,0.94,0.05,0.75,0.09,0.05,9.53,3.8,0.8,3.47,1.5,0.85,5.92,13.62,1.83,12.02,2.35,6.57,3.43,2.3,0.19,0.0,0.47,0.0,0.38,0.66,0.0,0.0,0.33,0.33,0.0,19.72,6.29,5.54,0.42,0.28,0.23,0.0,2.11,0.19,4.55,0.0,0.09,1,2130,37.15,67.21,39.41,56.82,16.14,15.96,88.64,60.7,18.12,10.19,3.8,2.91,1.31,1.41,0.75,7.93,7.32,13.85,12.54,5.59,7.98,2.49,21.41,2.72,1.64,1.31,0.66,1.92,4.6,3.05,1.41,0.28,0.8,0.14,10.52,0.14,0.0,0.19,1.46,12.77,2.77,1.36,1.78,3.15,1.36,3.99,1.78,0.61,0.66,0.52,0.94,0.05,0.75,0.09,0.05,9.53,3.8,0.8,3.47,1.5,0.85,5.92,13.62,1.83,12.02,2.35,6.57,3.43,2.3,0.19,0.0,0.47,0.0,0.38,0.66,0.0,0.0,0.33,0.33,0.0,19.72,6.29,5.54,0.42,0.28,0.23,0.0,2.11,0.19,4.55,0.0,0.09
130,Bush - Speech124 - Edited.txt,0.25849514563106796,3296.0,852.0,17.87864077669903,11.0,3.0,105.0,0.0,0.0,179.0,206.0,17.0,110.0,20.0,339.0,10.0,380.0,212.0,10.0,7.0,63.0,356.0,135.0,12.0,150.0,2.0,11.0,341.0,22.0,216.0,8.0,4.0,17.0,100.0,10.0,168.0,77.0,58.0,77.0,208.0,103.0,12.0,23.0,20.0,0.0,0.0,0.0,0.0,1,3165,51.18,62.52,51.55,76.08,15.36,18.17,88.82,57.16,17.57,9.73,4.68,2.81,0.73,0.76,0.76,7.84,7.46,13.52,10.68,5.12,6.16,1.99,19.81,4.49,1.93,1.58,1.14,2.62,5.02,3.82,1.11,0.19,0.57,0.16,9.76,0.06,0.06,0.03,0.79,12.64,3.48,1.61,1.48,2.53,1.64,3.38,2.02,0.6,0.98,0.41,0.38,0.06,0.09,0.03,0.09,10.96,3.41,2.34,4.23,2.15,0.32,4.49,13.68,1.83,11.94,2.37,7.08,3.32,3.79,0.19,0.28,1.23,0.06,0.06,1.01,0.06,0.0,0.44,0.51,0.0,17.44,6.76,5.69,0.06,0.19,0.09,0.0,0.66,0.0,3.92,0.0,0.06,1,3165,51.18,62.52,51.55,76.08,15.36,18.17,88.82,57.16,17.57,9.73,4.68,2.81,0.73,0.76,0.76,7.84,7.46,13.52,10.68,5.12,6.16,1.99,19.81,4.49,1.93,1.58,1.14,2.62,5.02,3.82,1.11,0.19,0.57,0.16,9.76,0.06,0.06,0.03,0.79,12.64,3.48,1.61,1.48,2.53,1.64,3.38,2.02,0.6,0.98,0.41,0.38,0.06,0.09,0.03,0.09,10.96,3.41,2.34,4.23,2.15,0.32,4.49,13.68,1.83,11.94,2.37,7.08,3.32,3.79,0.19,0.28,1.23,0.06,0.06,1.01,0.06,0.0,0.44,0.51,0.0,17.44,6.76,5.69,0.06,0.19,0.09,0.0,0.66,0.0,3.92,0.0,0.06
131,Bush - Speech75 - Edited.txt,0.3682539682539683,945.0,348.0,17.8135593220339,1.0,0.0,33.0,0.0,0.0,47.0,59.0,11.0,40.0,14.0,104.0,4.0,118.0,58.0,4.0,0.0,23.0,91.0,74.0,9.0,31.0,0.0,4.0,81.0,7.0,45.0,0.0,1.0,4.0,31.0,6.0,58.0,21.0,10.0,12.0,45.0,23.0,6.0,8.0,2.0,0.0,0.0,0.0,0.0,1,917,66.9,68.03,34.74,33.29,15.28,17.56,85.93,55.94,15.81,8.62,3.71,3.27,0.76,0.33,0.55,7.2,7.42,14.61,9.27,3.93,6.11,1.74,16.68,3.49,1.09,1.2,1.96,1.85,5.67,2.94,2.51,0.11,1.2,0.44,9.6,0.11,0.11,0.11,0.55,12.87,2.94,1.64,1.85,1.64,2.84,3.27,1.96,1.31,0.22,0.65,0.55,0.33,0.11,0.0,0.11,11.01,4.91,1.09,3.93,1.74,0.65,2.62,12.21,1.53,10.91,1.42,7.42,2.51,1.85,0.11,0.0,0.22,0.98,0.22,1.42,0.22,0.11,0.98,0.11,0.0,15.81,6.43,5.13,0.0,0.0,0.65,0.0,1.42,0.0,2.18,0.0,0.0,1,917,66.9,68.03,34.74,33.29,15.28,17.56,85.93,55.94,15.81,8.62,3.71,3.27,0.76,0.33,0.55,7.2,7.42,14.61,9.27,3.93,6.11,1.74,16.68,3.49,1.09,1.2,1.96,1.85,5.67,2.94,2.51,0.11,1.2,0.44,9.6,0.11,0.11,0.11,0.55,12.87,2.94,1.64,1.85,1.64,2.84,3.27,1.96,1.31,0.22,0.65,0.55,0.33,0.11,0.0,0.11,11.01,4.91,1.09,3.93,1.74,0.65,2.62,12.21,1.53,10.91,1.42,7.42,2.51,1.85,0.11,0.0,0.22,0.98,0.22,1.42,0.22,0.11,0.98,0.11,0.0,15.81,6.43,5.13,0.0,0.0,0.65,0.0,1.42,0.0,2.18,0.0,0.0
132,Bush - Speech96 - Edited.txt,0.26875287620800736,2173.0,584.0,16.385135135135137,8.0,9.0,91.0,1.0,1.0,102.0,148.0,11.0,93.0,16.0,223.0,10.0,215.0,93.0,7.0,6.0,52.0,231.0,74.0,8.0,48.0,0.0,3.0,230.0,28.0,195.0,3.0,1.0,8.0,88.0,0.0,135.0,21.0,56.0,44.0,155.0,73.0,11.0,21.0,13.0,1.0,0.0,0.0,0.0,1,2059,28.16,49.61,53.76,90.59,13.91,15.74,90.72,61.58,19.67,10.83,5.97,2.77,0.58,0.92,0.58,8.84,6.36,13.11,12.63,6.9,6.65,2.67,23.12,3.21,1.75,1.89,1.21,1.8,5.88,4.91,0.97,0.19,0.24,0.24,9.62,0.0,0.15,0.0,1.02,15.01,4.18,1.51,2.53,3.21,1.55,4.37,2.62,1.07,1.07,0.49,0.44,0.19,0.19,0.0,0.05,9.96,3.45,1.6,3.69,2.38,0.29,3.3,16.32,1.99,10.49,1.99,6.41,2.67,2.19,0.1,0.19,0.29,0.19,0.0,0.63,0.05,0.0,0.19,0.34,0.0,18.21,7.04,4.95,0.1,0.0,0.19,0.0,0.68,0.1,5.0,0.0,0.15,1,2059,28.16,49.61,53.76,90.59,13.91,15.74,90.72,61.58,19.67,10.83,5.97,2.77,0.58,0.92,0.58,8.84,6.36,13.11,12.63,6.9,6.65,2.67,23.12,3.21,1.75,1.89,1.21,1.8,5.88,4.91,0.97,0.19,0.24,0.24,9.62,0.0,0.15,0.0,1.02,15.01,4.18,1.51,2.53,3.21,1.55,4.37,2.62,1.07,1.07,0.49,0.44,0.19,0.19,0.0,0.05,9.96,3.45,1.6,3.69,2.38,0.29,3.3,16.32,1.99,10.49,1.99,6.41,2.67,2.19,0.1,0.19,0.29,0.19,0.0,0.63,0.05,0.0,0.19,0.34,0.0,18.21,7.04,4.95,0.1,0.0,0.19,0.0,0.68,0.1,5.0,0.0,0.15
133,Bush - Speech90 - Edited.txt,0.2197350388305162,4378.0,962.0,18.41509433962264,14.0,17.0,206.0,0.0,0.0,233.0,265.0,49.0,179.0,29.0,449.0,23.0,438.0,210.0,20.0,5.0,93.0,443.0,167.0,12.0,148.0,1.0,17.0,456.0,39.0,340.0,7.0,0.0,20.0,164.0,7.0,303.0,85.0,94.0,85.0,283.0,121.0,28.0,40.0,27.0,0.0,0.0,0.0,0.0,1,4139,34.89,51.06,60.46,70.34,15.62,14.47,91.79,59.68,18.72,10.51,6.16,1.84,1.04,0.87,0.6,8.19,6.55,13.46,12.08,6.26,6.89,2.44,22.69,3.48,2.05,1.76,0.89,2.44,5.34,3.79,1.43,0.14,0.39,0.41,9.62,0.12,0.07,0.1,1.01,14.25,3.5,1.45,2.56,3.43,1.45,3.6,2.59,1.11,0.94,0.48,0.7,0.19,0.34,0.0,0.12,9.16,2.59,1.45,3.24,2.05,0.51,3.43,16.09,1.84,12.76,2.46,7.2,3.43,2.92,0.53,0.31,0.63,0.05,0.05,0.63,0.02,0.0,0.19,0.34,0.02,18.39,6.28,5.63,0.1,0.14,0.24,0.0,1.16,0.0,4.83,0.0,0.0,1,4139,34.89,51.06,60.46,70.34,15.62,14.47,91.79,59.68,18.72,10.51,6.16,1.84,1.04,0.87,0.6,8.19,6.55,13.46,12.08,6.26,6.89,2.44,22.69,3.48,2.05,1.76,0.89,2.44,5.34,3.79,1.43,0.14,0.39,0.41,9.62,0.12,0.07,0.1,1.01,14.25,3.5,1.45,2.56,3.43,1.45,3.6,2.59,1.11,0.94,0.48,0.7,0.19,0.34,0.0,0.12,9.16,2.59,1.45,3.24,2.05,0.51,3.43,16.09,1.84,12.76,2.46,7.2,3.43,2.92,0.53,0.31,0.63,0.05,0.05,0.63,0.02,0.0,0.19,0.34,0.02,18.39,6.28,5.63,0.1,0.14,0.24,0.0,1.16,0.0,4.83,0.0,0.0
134,Bush - Speech66 - Edited.txt,0.2185368877867328,3226.0,705.0,16.465753424657535,13.0,4.0,128.0,0.0,0.0,158.0,219.0,39.0,126.0,23.0,325.0,23.0,343.0,135.0,8.0,4.0,88.0,286.0,178.0,16.0,67.0,0.0,3.0,383.0,18.0,249.0,4.0,2.0,18.0,120.0,3.0,210.0,107.0,53.0,72.0,153.0,114.0,15.0,24.0,13.0,6.0,1.0,0.0,0.0,1,3062,28.89,47.39,50.87,38.55,13.98,15.09,90.24,62.25,19.46,10.91,6.21,1.37,0.65,2.29,0.39,8.56,6.56,13.32,13.29,6.07,6.83,2.97,23.06,3.0,1.5,1.34,0.88,2.29,3.89,2.22,1.5,0.2,0.72,0.26,10.52,0.0,0.16,0.03,2.45,15.48,4.83,1.76,2.12,3.07,1.73,4.02,2.12,0.62,0.91,0.52,0.49,0.1,0.23,0.0,0.16,7.97,2.35,1.37,3.23,0.85,0.49,5.0,13.91,2.55,10.48,1.73,6.24,2.71,1.76,0.1,0.16,0.1,0.1,0.16,0.52,0.0,0.03,0.29,0.2,0.0,18.35,7.15,5.16,0.07,0.1,0.13,0.0,1.34,0.0,4.08,0.0,0.33,1,3062,28.89,47.39,50.87,38.55,13.98,15.09,90.24,62.25,19.46,10.91,6.21,1.37,0.65,2.29,0.39,8.56,6.56,13.32,13.29,6.07,6.83,2.97,23.06,3.0,1.5,1.34,0.88,2.29,3.89,2.22,1.5,0.2,0.72,0.26,10.52,0.0,0.16,0.03,2.45,15.48,4.83,1.76,2.12,3.07,1.73,4.02,2.12,0.62,0.91,0.52,0.49,0.1,0.23,0.0,0.16,7.97,2.35,1.37,3.23,0.85,0.49,5.0,13.91,2.55,10.48,1.73,6.24,2.71,1.76,0.1,0.16,0.1,0.1,0.16,0.52,0.0,0.03,0.29,0.2,0.0,18.35,7.15,5.16,0.07,0.1,0.13,0.0,1.34,0.0,4.08,0.0,0.33
135,Bush - Speech40 - Edited.txt,0.2929014472777395,2902.0,850.0,19.18452380952381,7.0,7.0,93.0,1.0,1.0,147.0,168.0,48.0,133.0,19.0,306.0,13.0,320.0,154.0,4.0,2.0,64.0,312.0,160.0,5.0,92.0,2.0,7.0,281.0,32.0,182.0,5.0,2.0,14.0,111.0,7.0,175.0,55.0,72.0,45.0,149.0,78.0,19.0,21.0,16.0,1.0,0.0,0.0,0.0,1,2758,55.12,55.62,51.41,73.81,16.42,17.84,88.18,58.19,17.08,9.61,5.0,1.99,1.09,0.76,0.76,7.43,7.29,14.76,10.55,4.71,6.89,1.96,18.38,3.55,1.63,1.52,0.98,2.54,5.18,3.81,1.23,0.22,0.25,0.07,8.92,0.0,0.07,0.07,0.83,12.47,2.86,1.38,1.45,3.41,1.41,3.63,1.89,0.98,0.62,0.22,0.44,0.15,0.18,0.0,0.18,8.96,2.72,1.52,3.01,1.67,0.69,2.97,12.73,1.89,11.93,2.14,7.69,2.28,3.08,0.65,0.22,1.38,0.0,0.04,0.69,0.0,0.04,0.36,0.29,0.0,17.4,6.09,5.33,0.18,0.07,0.33,0.0,1.56,0.07,3.73,0.0,0.04,1,2758,55.12,55.62,51.41,73.81,16.42,17.84,88.18,58.19,17.08,9.61,5.0,1.99,1.09,0.76,0.76,7.43,7.29,14.76,10.55,4.71,6.89,1.96,18.38,3.55,1.63,1.52,0.98,2.54,5.18,3.81,1.23,0.22,0.25,0.07,8.92,0.0,0.07,0.07,0.83,12.47,2.86,1.38,1.45,3.41,1.41,3.63,1.89,0.98,0.62,0.22,0.44,0.15,0.18,0.0,0.18,8.96,2.72,1.52,3.01,1.67,0.69,2.97,12.73,1.89,11.93,2.14,7.69,2.28,3.08,0.65,0.22,1.38,0.0,0.04,0.69,0.0,0.04,0.36,0.29,0.0,17.4,6.09,5.33,0.18,0.07,0.33,0.0,1.56,0.07,3.73,0.0,0.04
