"","Player","Year","Pos","TS.","AST.","FG.","FT.","X3P.","X2P.","ORB","DRB","AST","STL","BLK","TOV","PF","PTS","Player_year","randomPart_euclidean_12"
"4166","Marc Gasol",2009,"C",0.59,9.7,0.53,0.733,0,0.53,2.9,5.8,2,0.9,1.3,2.3,3.8,13.9,"Marc Gasol-2009",7
"4167","Pau Gasol",2009,"C",0.617,14.8,0.567,0.781,0.5,0.567,3.1,6.2,3.4,0.6,1,1.9,2.1,18.3,"Pau Gasol-2009",12
"4168","Rudy Gay",2009,"SF",0.528,8.7,0.453,0.767,0.351,0.477,1.3,4,1.7,1.2,0.7,2.5,2.7,18.3,"Rudy Gay-2009",4
"4169","Devean George",2009,"SF",0.485,3,0.38,0.773,0.289,0.485,1.3,2.7,0.8,1.2,0.6,0.9,2.9,7.5,"Devean George-2009",3
"4170","Daniel Gibson",2009,"PG",0.519,11.3,0.391,0.767,0.382,0.402,0.6,2.5,2.6,0.9,0.3,1.2,3.3,11.8,"Daniel Gibson-2009",3
"4173","Manu Ginobili",2009,"SG",0.594,23.1,0.454,0.884,0.33,0.546,0.7,5.3,4.8,2,0.5,2.7,2.7,20.8,"Manu Ginobili-2009",4
"4174","Ryan Gomes",2009,"SF",0.518,8.7,0.431,0.807,0.372,0.456,1.5,3.9,1.9,0.9,0.3,1.8,2.5,15,"Ryan Gomes-2009",11
"4175","Drew Gooden",2009,"PF",0.526,6.3,0.468,0.84,0,0.472,3.2,7.1,1.4,0.9,0.5,2.2,4.1,17.2,"Drew Gooden-2009",12
"4176","Ben Gordon",2009,"SG",0.573,15.9,0.455,0.864,0.41,0.476,0.6,2.8,3.3,0.9,0.3,2.4,2.2,20.4,"Ben Gordon-2009",4
"4177","Eric Gordon",2009,"SG",0.593,13.6,0.456,0.854,0.389,0.496,0.6,2.1,2.9,1,0.5,2.2,2.3,16.8,"Eric Gordon-2009",11
"4178","Marcin Gortat",2009,"PF",0.578,2.9,0.567,0.578,1,0.565,4.4,8.6,0.6,0.8,2.4,1.1,5,10.8,"Marcin Gortat-2009",9
"4179","Joey Graham",2009,"SF",0.542,5,0.481,0.825,0.188,0.491,2.2,4.6,1.1,0.8,0.3,1.7,4.5,13.9,"Joey Graham-2009",9
"4180","Stephen Graham",2009,"SG",0.498,7.3,0.414,0.806,0.303,0.453,1.1,3.9,1.7,0.5,0.2,2.4,4.3,14.8,"Stephen Graham-2009",3
"4181","Danny Granger",2009,"SF",0.584,13.1,0.447,0.878,0.404,0.47,0.7,4.3,2.7,1,1.4,2.5,3.1,25.7,"Danny Granger-2009",4
"4182","Aaron Gray",2009,"C",0.508,9.6,0.485,0.576,0,0.488,4.2,6.8,2.3,0.7,0.9,2,6.8,9.9,"Aaron Gray-2009",8
"4183","Gerald Green",2009,"SG",0.513,6.9,0.439,0.844,0.304,0.485,1.3,3.8,1.4,1,0.5,3.2,4.9,19.1,"Gerald Green-2009",4
"4184","Jeff Green",2009,"PF",0.536,9.1,0.446,0.788,0.389,0.463,1.5,5,1.9,1,0.4,2.2,2.5,16.2,"Jeff Green-2009",11
"4185","Willie Green",2009,"SG",0.493,14.4,0.435,0.729,0.317,0.473,0.6,1.9,3.1,1,0.3,1.3,3,13.5,"Willie Green-2009",3
"4186","Donte Greene",2009,"SF",0.416,6.4,0.326,0.853,0.26,0.375,0.9,3.3,1.5,0.8,0.7,1.8,3.4,10.4,"Donte Greene-2009",3
"4189","Richard Hamilton",2009,"SG",0.529,23.9,0.447,0.848,0.368,0.464,0.7,2.6,4.7,0.6,0.1,2.1,2.8,19.4,"Richard Hamilton-2009",2
"4190","Matt Harpring",2009,"SG",0.508,6.4,0.461,0.764,0,0.464,2.4,3.9,1.5,1.5,0.5,1.5,5.3,14.4,"Matt Harpring-2009",8
"4191","Al Harrington",2009,"PF",0.547,6.8,0.439,0.793,0.364,0.487,1.4,5,1.4,1.2,0.3,2.3,3.2,20.8,"Al Harrington-2009",4
"4192","Devin Harris",2009,"PG",0.563,34.4,0.438,0.82,0.291,0.477,0.4,2.9,6.9,1.6,0.2,3.1,2.4,21.2,"Devin Harris-2009",10
"4193","Jason Hart",2009,"PG",0.375,20.9,0.319,0.783,0,0.341,1.3,3.4,5,1.2,0.4,2.3,4,8.1,"Jason Hart-2009",5
"4195","Trenton Hassell",2009,"SF",0.48,7.1,0.45,0.8,0.25,0.459,1.6,3.2,1.7,0.7,0.5,1,3,6.4,"Trenton Hassell-2009",3
"4196","Spencer Hawes",2009,"C",0.509,11.3,0.466,0.662,0.348,0.486,2.4,6.4,2.4,0.7,1.5,2.5,4,14,"Spencer Hawes-2009",9
"4197","Chuck Hayes",2009,"C",0.375,7,0.372,0.368,0,0.385,3.1,7.4,1.8,1.4,0.8,1,5.6,3.8,"Chuck Hayes-2009",1
"4198","Jarvis Hayes",2009,"SF",0.537,4.9,0.445,0.692,0.385,0.489,0.5,4.7,1.1,1,0.1,1,3.2,12.7,"Jarvis Hayes-2009",11
"4200","Luther Head",2009,"PG",0.482,18.1,0.382,0.792,0.37,0.389,0.4,3.3,4.2,1.2,0.1,1.8,2.7,10.8,"Luther Head-2009",3
"4201","Walter Herrmann",2009,"SF",0.514,5.6,0.396,0.76,0.342,0.471,1.6,4.5,1.3,0.4,0.2,1,2.5,12.8,"Walter Herrmann-2009",11
"4204","Nene Hilario",2009,"C",0.645,7.1,0.604,0.723,0.2,0.607,2.6,6,1.5,1.4,1.4,2.1,4,16.1,"Nene Hilario-2009",7
"4205","George Hill",2009,"PG",0.502,16.6,0.403,0.781,0.329,0.421,0.9,3.6,3.9,1.3,0.6,2.1,4.3,12.4,"George Hill-2009",3
"4206","Grant Hill",2009,"SF",0.584,11,0.523,0.808,0.316,0.547,0.9,5,2.7,1.3,0.8,1.9,2.7,14.5,"Grant Hill-2009",6
"4208","Kirk Hinrich",2009,"SG",0.551,22.7,0.437,0.791,0.408,0.456,0.4,2.9,5.3,1.8,0.5,2.3,3.4,13.5,"Kirk Hinrich-2009",2
"4210","Al Horford",2009,"C",0.565,11.9,0.525,0.727,0,0.526,2.3,7.7,2.6,0.9,1.5,1.7,3.1,12.4,"Al Horford-2009",7
"4211","Eddie House",2009,"PG",0.592,10.3,0.445,0.792,0.444,0.445,0.3,3.6,2.2,1.5,0.2,1.3,2.8,16.8,"Eddie House-2009",11
"4212","Dwight Howard",2009,"C",0.6,7.3,0.572,0.594,0,0.573,4.3,9.7,1.4,1,2.9,3.1,3.4,20.7,"Dwight Howard-2009",7
"4213","Josh Howard",2009,"SF",0.532,8.6,0.451,0.782,0.345,0.48,1.3,4.4,1.8,1.2,0.6,1.9,2.9,20.3,"Josh Howard-2009",4
"4215","Larry Hughes",2009,"SF",0.515,12.6,0.402,0.807,0.389,0.409,0.4,3.5,2.9,1.8,0.3,1.7,2.3,15.6,"Larry Hughes-2009",3
"4217","Lindsey Hunter",2009,"PG",0.433,20.4,0.329,0.6,0.333,0.324,0.3,1.4,5,2.7,0.1,2.6,3.8,9.9,"Lindsey Hunter-2009",5
"4219","Andre Iguodala",2009,"SF",0.56,22.4,0.473,0.724,0.307,0.521,1,4.2,4.8,1.4,0.4,2.4,1.7,17,"Andre Iguodala-2009",4
"4220","Zydrunas Ilgauskas",2009,"C",0.523,6.4,0.472,0.799,0.385,0.477,3.2,6.8,1.3,0.6,1.7,1.8,3.7,17.1,"Zydrunas Ilgauskas-2009",9
"4221","Didier Ilunga-Mbenga",2009,"C",0.504,7.2,0.474,0.875,0,0.482,1.8,4.4,1.8,2,4.8,2.6,6.6,12.1,"Didier Ilunga-Mbenga-2009",8
"4222","Allen Iverson",2009,"PG",0.504,23.1,0.417,0.781,0.283,0.435,0.5,2.5,4.9,1.5,0.1,2.5,1.5,17.1,"Allen Iverson-2009",2
"4223","Royal Ivey",2009,"SG",0.465,7.4,0.332,0.791,0.342,0.319,0.8,2.4,1.8,1.5,0.3,1,3.2,8.8,"Royal Ivey-2009",3
"4224","Jarrett Jack",2009,"SG",0.554,18.6,0.453,0.852,0.353,0.487,0.6,3.1,4.5,1.2,0.2,2.4,2.4,14.2,"Jarrett Jack-2009",2
"4225","Bobby Jackson",2009,"PG",0.502,15.5,0.398,0.851,0.305,0.462,1,3.8,3.5,1.5,0.1,1.6,2.4,12.9,"Bobby Jackson-2009",2
"4226","Darnell Jackson",2009,"PF",0.483,2.7,0.43,0.686,0,0.44,2.7,4.6,0.7,0.8,0.3,1.2,6.4,8.2,"Darnell Jackson-2009",8
"4227","Stephen Jackson",2009,"SF",0.53,25.6,0.414,0.826,0.338,0.448,1.1,3.6,5.9,1.4,0.5,3.5,2.4,18.8,"Stephen Jackson-2009",10
"4229","LeBron James",2009,"SF",0.591,38,0.489,0.78,0.344,0.535,1.2,6,6.9,1.6,1.1,2.8,1.6,27.2,"LeBron James-2009",10
"4230","Mike James",2009,"PG",0.483,19.1,0.383,0.829,0.375,0.388,0.5,2.4,4.4,1,0.1,2.1,2.4,11.6,"Mike James-2009",2
"4231","Antawn Jamison",2009,"PF",0.549,9.1,0.468,0.754,0.351,0.501,2.3,6.1,1.8,1.1,0.3,1.5,2.5,20.9,"Antawn Jamison-2009",12
"4232","Marko Jaric",2009,"SG",0.417,19,0.331,0.707,0.393,0.316,1.4,2.5,4.4,1.7,0.7,2.9,3.7,8.1,"Marko Jaric-2009",5
"4234","Al Jefferson",2009,"C",0.532,8.8,0.497,0.738,0,0.499,3.4,7.4,1.5,0.8,1.6,1.8,2.8,22.7,"Al Jefferson-2009",12
"4236","Richard Jefferson",2009,"SF",0.554,11.7,0.439,0.805,0.397,0.453,0.7,3.9,2.4,0.8,0.2,2,3.1,19.7,"Richard Jefferson-2009",11
"4237","Jared Jeffries",2009,"SF",0.473,8.7,0.44,0.611,0.083,0.456,3.5,2.8,2.2,1.3,0.9,1.8,4.2,8.1,"Jared Jeffries-2009",8
"4238","Yi Jianlian",2009,"PF",0.474,7,0.382,0.772,0.343,0.397,1.7,6.6,1.5,0.7,0.9,1.8,4,13.3,"Yi Jianlian-2009",9
"4240","Anthony Johnson",2009,"PG",0.505,21.2,0.404,0.753,0.391,0.411,0.7,2.9,4.9,1.1,0.1,2,2.7,10.2,"Anthony Johnson-2009",2
"4241","Joe Johnson",2009,"SG",0.534,26.4,0.437,0.826,0.36,0.468,0.7,3.2,5.2,1,0.2,2.2,2,19.5,"Joe Johnson-2009",2
"4244","Dahntay Jones",2009,"SG",0.533,8.2,0.458,0.728,0.647,0.448,1.5,2.8,2,1.2,0.5,1.7,5,10.8,"Dahntay Jones-2009",9
"4247","Fred Jones",2009,"SF",0.536,19.1,0.407,0.815,0.367,0.441,0.6,2.5,4.5,1.3,0.3,1.6,2.7,9.1,"Fred Jones-2009",2
"4248","James Jones",2009,"SF",0.52,4.7,0.369,0.839,0.344,0.415,0.7,2.9,1.1,0.7,0.8,0.7,3.3,9.7,"James Jones-2009",3
"4249","Solomon Jones",2009,"C",0.655,3.4,0.604,0.716,0.5,0.606,2.8,4.8,0.8,0.4,1.8,1.4,6.7,10,"Solomon Jones-2009",7
"4252","Jason Kapono",2009,"SG",0.525,9.1,0.432,0.81,0.428,0.435,0.5,2.7,2.1,0.4,0.1,1.4,2.8,12.9,"Jason Kapono-2009",11
"4253","Jason Kidd",2009,"PG",0.55,34.7,0.416,0.819,0.406,0.427,1.1,5.2,8.8,2,0.5,2.3,2.1,9.1,"Jason Kidd-2009",10
"4254","Tarence Kinsey",2009,"SG",0.595,5.5,0.449,0.868,0.389,0.471,1.3,3.6,1.3,1.6,0,2.9,4.4,13.3,"Tarence Kinsey-2009",6
"4255","Andrei Kirilenko",2009,"PF",0.549,14.7,0.449,0.785,0.274,0.475,1.7,4.6,3.4,1.6,1.5,2.4,2.5,15.3,"Andrei Kirilenko-2009",6
"4256","Linas Kleiza",2009,"SF",0.552,5.7,0.447,0.725,0.326,0.533,1.8,4.6,1.3,0.6,0.3,1.6,3.1,16,"Linas Kleiza-2009",11
"4257","Brevin Knight",2009,"PG",0.414,28.1,0.349,0.75,0,0.361,0.5,2.9,7.3,2.6,0.2,2.5,3.8,6.9,"Brevin Knight-2009",5
"4258","Kyle Korver",2009,"SF",0.572,11.1,0.438,0.882,0.386,0.485,0.7,4.3,2.6,0.9,0.6,1.7,3.3,13.5,"Kyle Korver-2009",11
"4261","Rob Kurz",2009,"SF",0.513,6.5,0.389,0.8,0.395,0.387,2.7,3.9,1.6,1.1,1.5,1.3,6.4,12.8,"Rob Kurz-2009",9
"4262","Carl Landry",2009,"PF",0.634,4.6,0.574,0.813,0.333,0.576,3,5.4,1,0.6,0.8,1.7,4.1,15.7,"Carl Landry-2009",7
"4263","Acie Law",2009,"PG",0.49,23.4,0.374,0.817,0.31,0.391,0.4,3.3,5.5,0.7,0.2,1.9,2.8,10.4,"Acie Law-2009",2
"4264","Courtney Lee",2009,"SG",0.556,7.6,0.45,0.83,0.404,0.478,0.3,3,1.7,1.4,0.3,1.3,2.9,12,"Courtney Lee-2009",11
"4265","David Lee",2009,"C",0.59,10.1,0.549,0.755,0,0.551,3.3,8.9,2.2,1,0.3,1.9,3.3,16.5,"David Lee-2009",12
"4266","Rashard Lewis",2009,"PF",0.58,12.5,0.439,0.836,0.397,0.482,1.2,4.5,2.6,1,0.6,2,2.4,17.6,"Rashard Lewis-2009",11
"4268","Brook Lopez",2009,"C",0.568,6.2,0.531,0.793,0,0.532,3.2,6.3,1.2,0.6,2.2,2.1,3.7,15.4,"Brook Lopez-2009",7
"4269","Robin Lopez",2009,"C",0.566,1.8,0.518,0.691,0,0.522,3,3.9,0.5,0.6,2.4,1.6,5.7,11.1,"Robin Lopez-2009",7
"4270","Kevin Love",2009,"C",0.538,6.8,0.459,0.789,0.105,0.469,4.8,8.1,1.5,0.6,0.9,2.1,3.6,15.8,"Kevin Love-2009",12
"4271","Kyle Lowry",2009,"PG",0.547,26.4,0.435,0.801,0.255,0.488,0.6,3.5,5.9,1.5,0.4,2.5,3.1,12.5,"Kyle Lowry-2009",2
"4272","Tyronn Lue",2009,"PG",0.537,18.6,0.438,0.737,0.435,0.44,0.4,2.8,4.1,0.6,0,1.6,3.7,12.6,"Tyronn Lue-2009",2
"4274","Corey Maggette",2009,"PF",0.582,9.2,0.461,0.824,0.253,0.497,1.1,5.3,2.1,1,0.2,2.7,4.4,21.5,"Corey Maggette-2009",4
"4276","Stephon Marbury",2009,"PG",0.377,26.6,0.342,0.462,0.24,0.372,0.2,2.3,6.5,0.9,0.3,3.2,3,7.7,"Stephon Marbury-2009",5
"4277","Shawn Marion",2009,"SF",0.522,9.3,0.485,0.796,0.189,0.506,2.6,6,2,1.3,1,1.5,1.9,13,"Shawn Marion-2009",12
"4278","Sean Marks",2009,"C",0.521,2.6,0.485,0.682,0.2,0.503,2.7,5.4,0.6,0.3,1.4,1.5,5.2,8.2,"Sean Marks-2009",8
"4279","Donyell Marshall",2009,"PF",0.621,13.6,0.452,0.5,0.455,0.444,1.1,6.5,2.9,0.8,1,1.1,4.6,17.9,"Donyell Marshall-2009",9
"4280","Cartier Martin",2009,"SF",0.489,8,0.364,0.8,0.303,0.409,0.9,3.5,1.8,1.1,0.5,1.2,4.5,11.6,"Cartier Martin-2009",3
"4281","Kenyon Martin",2009,"PF",0.523,10,0.491,0.604,0.368,0.498,1.4,5.4,2.3,1.6,1.3,1.8,3.4,13.1,"Kenyon Martin-2009",6
"4282","Kevin Martin",2009,"SG",0.601,12.3,0.42,0.867,0.415,0.423,0.5,2.8,2.6,1.1,0.1,2.7,2.1,23.2,"Kevin Martin-2009",4
"4283","Desmond Mason",2009,"SG",0.456,6.7,0.435,0.541,0,0.44,1.4,3.9,1.6,0.5,1,1.9,3.2,9.9,"Desmond Mason-2009",8
"4284","Roger Mason",2009,"SG",0.554,11.1,0.425,0.89,0.421,0.428,0.2,3.4,2.5,0.6,0.2,1.4,2.3,14,"Roger Mason-2009",11
"4285","Jason Maxiell",2009,"C",0.58,2.8,0.575,0.532,0,0.577,4.3,4,0.6,0.6,1.6,1.2,4,11.6,"Jason Maxiell-2009",7
"4286","Sean May",2009,"PF",0.435,5.6,0.398,0.7,1,0.392,2.4,5.9,1.2,0.6,0.5,3.1,3.8,11.1,"Sean May-2009",9
"4287","O.J. Mayo",2009,"SG",0.539,15.5,0.438,0.879,0.384,0.461,0.6,2.9,3,1,0.1,2.6,2.4,17.5,"O.J. Mayo-2009",4
"4288","Luc Mbah a Moute",2009,"PF",0.516,6.3,0.462,0.729,0,0.466,3.2,5.1,1.5,1.5,0.8,1.7,3.5,10.1,"Luc Mbah a Moute-2009",8
"4289","Rashad McCants",2009,"SG",0.504,10.7,0.393,0.759,0.333,0.431,0.7,2.9,2.2,1.5,0.5,2.1,3.4,18.1,"Rashad McCants-2009",3
"4292","Tracy McGrady",2009,"SG",0.492,25.2,0.388,0.801,0.376,0.391,0.6,4.1,5.3,1.3,0.5,2.1,1.2,16.6,"Tracy McGrady-2009",2
"4293","Dominic McGuire",2009,"SF",0.483,13.8,0.432,0.725,0.5,0.431,2,5.5,3.4,1.1,1.3,1.6,2.7,6.2,"Dominic McGuire-2009",3
"4294","Josh McRoberts",2009,"PF",0.451,8.4,0.422,0.769,0,0.479,3.4,6.2,2.1,1.5,2.1,1.5,5.3,10.3,"Josh McRoberts-2009",8
"4295","Pops Mensah-Bonsu",2009,"PF",0.447,3.3,0.379,0.688,0,0.386,7,7.4,0.8,1.1,0.6,2.4,5.5,14.1,"Pops Mensah-Bonsu-2009",8
"4297","C.J. Miles",2009,"SG",0.546,10.4,0.459,0.876,0.352,0.509,1,2.7,2.4,1,0.3,1.4,4.1,14.6,"C.J. Miles-2009",11
"4298","Darius Miles",2009,"SF",0.533,10.1,0.485,0.742,0.167,0.505,2.3,4.6,2.1,1.3,2.4,2.5,3.9,14.5,"Darius Miles-2009",12
"4300","Andre Miller",2009,"PG",0.548,30.2,0.473,0.826,0.283,0.483,1.5,3,6.5,1.3,0.2,2.4,2.4,16.2,"Andre Miller-2009",10
"4301","Brad Miller",2009,"C",0.566,17.9,0.476,0.824,0.411,0.482,2.6,6.8,4,0.9,0.6,2.2,3.8,14.2,"Brad Miller-2009",9
"4302","Mike Miller",2009,"SF",0.588,21.6,0.482,0.732,0.378,0.554,1.1,6.3,5,0.5,0.5,2.2,2.1,11,"Mike Miller-2009",11
"4303","Paul Millsap",2009,"PF",0.576,9.8,0.534,0.699,0,0.537,3.9,6.3,2.2,1.2,1.1,2,4.5,16.2,"Paul Millsap-2009",7
"4304","Yao Ming",2009,"C",0.618,10,0.548,0.866,1,0.548,2.8,7.7,1.9,0.4,2.1,3.3,3.6,21.1,"Yao Ming-2009",12
"4307","Jamario Moon",2009,"SF",0.567,7,0.468,0.85,0.355,0.54,1,5.3,1.7,1.5,1,0.7,2.3,10,"Jamario Moon-2009",11
"4310","Adam Morrison",2009,"SF",0.448,9.4,0.359,0.739,0.333,0.378,0.9,3.1,2.1,0.5,0.2,1.6,3.9,10.6,"Adam Morrison-2009",3
"4311","Anthony Morrow",2009,"SG",0.588,8.2,0.478,0.87,0.467,0.483,1.9,2.9,1.9,0.9,0.3,1.2,3.1,16.1,"Anthony Morrow-2009",11
"4312","Troy Murphy",2009,"PF",0.614,10.4,0.475,0.826,0.45,0.496,2.1,10.4,2.5,0.8,0.5,1.7,3.3,15.1,"Troy Murphy-2009",12
"4313","Ronald Murray",2009,"SG",0.543,14,0.447,0.76,0.36,0.485,0.4,2.7,2.9,1.6,0.3,2.3,3.2,17.8,"Ronald Murray-2009",4
"4315","Eduardo Najera",2009,"PF",0.472,9.4,0.446,0.364,0.2,0.571,1.9,5.6,2.1,1.1,0.5,2,5.6,8.9,"Eduardo Najera-2009",8
"4316","Steve Nash",2009,"PG",0.615,42.4,0.503,0.933,0.439,0.529,0.3,3,10.4,0.8,0.1,3.6,1.6,16.8,"Steve Nash-2009",10
"4318","Jameer Nelson",2009,"PG",0.612,32.1,0.503,0.887,0.453,0.529,0.6,3.4,6.2,1.4,0.1,2.3,3.4,19.3,"Jameer Nelson-2009",10
"4319","Rasho Nesterovic",2009,"C",0.524,14.3,0.513,0.781,0,0.514,2.8,4.4,3.2,0.9,1.1,1.9,5.1,14,"Rasho Nesterovic-2009",8
"4321","Joakim Noah",2009,"C",0.594,8.1,0.556,0.676,0,0.558,4.5,6.7,2,0.9,2,1.5,4.4,10,"Joakim Noah-2009",7
"4322","Andres Nocioni",2009,"PF",0.555,8.3,0.427,0.792,0.399,0.449,1,5.6,1.8,0.7,0.6,2,4.7,15.7,"Andres Nocioni-2009",9
"4323","Steve Novak",2009,"PF",0.606,5.8,0.444,0.913,0.416,0.518,0.6,3.3,1.2,0.6,0.2,0.7,2.2,15.3,"Steve Novak-2009",11
"4324","Dirk Nowitzki",2009,"PF",0.564,12.1,0.479,0.89,0.359,0.493,1,7,2.3,0.7,0.7,1.9,2.1,24.7,"Dirk Nowitzki-2009",4
"4325","Patrick O'Bryant",2009,"C",0.544,7.1,0.536,0.55,0,0.549,1.8,7.5,1.6,0.8,2.7,3.1,8.6,14.3,"Patrick O'Bryant-2009",7
"4326","Jermaine O'Neal",2009,"C",0.522,10.3,0.474,0.788,0,0.475,2.2,5.5,2.2,0.5,2.4,2.6,3.7,16.1,"Jermaine O'Neal-2009",12
"4327","Shaquille O'Neal",2009,"C",0.623,8.9,0.609,0.595,0,0.61,3,7.1,2,0.8,1.7,2.7,4,21.3,"Shaquille O'Neal-2009",7
"4328","Fabricio Oberto",2009,"C",0.595,12.9,0.587,0.571,0,0.592,3.5,4.1,3.1,0.4,0.6,2,5.1,7.6,"Fabricio Oberto-2009",7
"4330","Lamar Odom",2009,"PF",0.542,12.8,0.492,0.623,0.32,0.522,2.7,7.2,3.2,1.2,1.5,2.1,3.7,13.8,"Lamar Odom-2009",12
"4332","Mehmet Okur",2009,"C",0.592,8.1,0.485,0.817,0.446,0.497,1.9,6.5,1.8,0.8,0.8,2,3.3,18.3,"Mehmet Okur-2009",9
"4333","Kevin Ollie",2009,"PG",0.525,20.2,0.407,0.833,0,0.409,0.6,2.6,5,0.8,0.2,1.4,3.3,8.6,"Kevin Ollie-2009",2
"4334","Travis Outlaw",2009,"SF",0.541,6.3,0.453,0.723,0.377,0.482,1.1,4.2,1.3,0.8,0.9,1.5,2.7,16.6,"Travis Outlaw-2009",11
"4335","Zaza Pachulia",2009,"C",0.571,6,0.497,0.709,0,0.502,4.2,6.4,1.4,0.9,0.6,2.2,5.1,11.8,"Zaza Pachulia-2009",8
"4336","Anthony Parker",2009,"SG",0.524,15.7,0.426,0.834,0.39,0.442,0.6,3.7,3.7,1.4,0.2,1.6,2,11.7,"Anthony Parker-2009",2
"4337","Tony Parker",2009,"PG",0.556,40.1,0.506,0.782,0.292,0.518,0.4,2.9,7.3,1,0.1,2.7,1.6,23.2,"Tony Parker-2009",10
"4338","Chris Paul",2009,"PG",0.599,54.5,0.503,0.868,0.364,0.525,0.8,4.4,10.3,2.6,0.1,2.8,2.5,21.4,"Chris Paul-2009",10
"4339","Sasha Pavlovic",2009,"SF",0.51,10.5,0.422,0.463,0.41,0.43,1.1,3.3,2.5,0.8,0.5,1.6,4.2,10.4,"Sasha Pavlovic-2009",3
"4340","Oleksiy Pecherov",2009,"C",0.51,1.2,0.386,0.828,0.326,0.431,4.5,5.3,0.3,0.8,0.4,1.3,4.4,15.1,"Oleksiy Pecherov-2009",9
"4341","Kendrick Perkins",2009,"C",0.591,6.5,0.577,0.6,0,0.58,3.3,6.6,1.5,0.4,2.4,2.6,4,10.4,"Kendrick Perkins-2009",7
"4342","Morris Peterson",2009,"SG",0.499,5.2,0.399,0.632,0.388,0.408,0.9,5,1.1,1,0.1,1,3.6,13.4,"Morris Peterson-2009",3
"4343","Johan Petro",2009,"C",0.429,4.5,0.415,0.552,0,0.42,2.7,7.5,1,1.2,1,1.8,6.9,10.4,"Johan Petro-2009",8
"4344","Paul Pierce",2009,"SF",0.582,16.3,0.457,0.83,0.391,0.48,0.7,4.8,3.5,0.9,0.3,2.7,2.6,19.7,"Paul Pierce-2009",4
"4345","Mickael Pietrus",2009,"SG",0.538,8,0.413,0.709,0.359,0.473,1.2,3.6,1.8,0.8,0.7,1.5,3.4,13.8,"Mickael Pietrus-2009",11
"4346","James Posey",2009,"SG",0.568,6,0.412,0.822,0.369,0.476,0.6,5.5,1.4,1,0.4,1.3,3.6,11.2,"James Posey-2009",11
"4349","Ronnie Price",2009,"PG",0.465,21.3,0.379,0.756,0.311,0.408,0.6,2.8,5.3,1.9,0.2,3,3.6,10.1,"Ronnie Price-2009",5
"4350","Tayshaun Prince",2009,"SF",0.516,13.8,0.45,0.778,0.397,0.458,1.5,4.1,3,0.5,0.6,1.2,1.2,13.7,"Tayshaun Prince-2009",11
"4351","Gabe Pruitt",2009,"SG",0.422,15.5,0.307,0.81,0.292,0.321,0.9,3.3,3.8,1.5,0.3,1.9,3.3,9.1,"Gabe Pruitt-2009",5
"4352","Joel Przybilla",2009,"C",0.652,2,0.625,0.663,0,0.627,3.8,9.5,0.5,0.6,1.8,1.4,4,8.3,"Joel Przybilla-2009",7
"4353","Chris Quinn",2009,"PG",0.539,21.5,0.408,0.81,0.409,0.408,0.3,2.5,4.9,0.9,0.1,1.2,3,12.7,"Chris Quinn-2009",2
"4354","Vladimir Radmanovic",2009,"SF",0.549,8.9,0.421,0.741,0.401,0.446,1.1,4.4,2,1.1,0.4,2.4,2.8,13.5,"Vladimir Radmanovic-2009",11
"4355","Anthony Randolph",2009,"PF",0.506,6.8,0.462,0.716,0,0.466,4.1,7.5,1.6,1.3,2.4,2.6,4.5,15.9,"Anthony Randolph-2009",8
"4357","Zach Randolph",2009,"PF",0.531,11.5,0.475,0.734,0.33,0.494,3.2,7.1,2.1,0.9,0.3,2.3,2.7,21.3,"Zach Randolph-2009",12
"4359","Michael Redd",2009,"SG",0.566,13.2,0.455,0.814,0.366,0.503,0.7,2.5,2.6,1,0.1,1.6,1.3,20.9,"Michael Redd-2009",11
"4360","J.J. Redick",2009,"SG",0.562,10.3,0.391,0.871,0.374,0.417,0.3,3.3,2.4,0.7,0,1.7,2.3,12.4,"J.J. Redick-2009",11
"4361","Jason Richardson",2009,"SG",0.571,9.8,0.477,0.769,0.397,0.518,1.2,3.6,2.2,1.1,0.4,1.4,2.2,18.1,"Jason Richardson-2009",11
"4363","Quentin Richardson",2009,"SG",0.51,9.4,0.393,0.761,0.365,0.42,1.3,4.7,2.2,0.9,0.1,1.4,2.5,13.9,"Quentin Richardson-2009",3
"4364","Luke Ridnour",2009,"PG",0.5,28.2,0.403,0.869,0.35,0.42,0.6,3.3,6.5,1.6,0.3,2.3,3.5,12.2,"Luke Ridnour-2009",2
"4365","Anthony Roberson",2009,"PG",0.487,11.3,0.367,1,0.321,0.462,0.8,2.1,2.6,1.3,0.1,1,2.3,15.5,"Anthony Roberson-2009",11
"4366","Nate Robinson",2009,"PG",0.549,22.9,0.437,0.841,0.325,0.504,1.6,3.1,4.9,1.5,0.1,2.3,3.4,20.7,"Nate Robinson-2009",4
"4367","Sergio Rodriguez",2009,"PG",0.491,35.6,0.392,0.792,0.325,0.428,1.3,2.6,8.4,1.6,0.1,3.5,3.9,10.5,"Sergio Rodriguez-2009",5
"4368","Rajon Rondo",2009,"PG",0.543,39.7,0.505,0.642,0.313,0.518,1.4,4.3,9,2,0.1,2.8,2.6,13,"Rajon Rondo-2009",10
"4369","Derrick Rose",2009,"PG",0.516,28.8,0.475,0.788,0.222,0.491,1.2,2.7,6.1,0.8,0.2,2.4,1.5,16.3,"Derrick Rose-2009",2
"4370","Malik Rose",2009,"SF",0.424,11.5,0.344,0.784,0,0.363,1.3,6.1,2.8,0.8,0.2,2.8,5.5,10,"Malik Rose-2009",1
